Ticker,Company,Sector,Region,Manual_Rating,Default_Event,ReportDate,Year,TotalAssets,TotalLiabilities,TotalEquity,TotalDebt,Cash,Revenue,EBITDA,EBIT,NetIncome,InterestExpense,OperatingCashFlow,MarketCap,SharePrice,Return_1Y,Volatility_1Y,ROA,ROE,NetMargin,EBITDAMargin,DebtToEquity,DebtToAssets,InterestCoverage,OCF_to_Debt,CurrentRatio,MarketCap_to_Assets,X1,X2,X3,X4,Z_Score,O_Score,ROA_Lag1,DE_Lag1,Slope_Leverage,default_within_1y,PD_Logistic,PD_RF,PD_XGB
AAL,American Airlines,Travel,US,B-,0,2021-12-31,2021,66467000000.0,73807000000.0,-7340000000.0,46177000000.0,273000000.0,29882000000.0,1587000000.0,-748000000.0,-1993000000.0,1800000000.0,704000000.0,11704437443.979223,18.06999969482422,0.1458464914582955,0.4725991528781389,-0.0299848044894458,0.2715258855585831,-0.0666956696338933,0.0531088949869486,-6.291144414168938,0.6947357335218981,-0.4155555555555553,0.0152456850813175,0.9005514382104678,0.1760939630791103,-0.1104307400664991,-0.0112537048460138,0.1585816717110738,0.449576481562279,0.3750713705172787,5.642108113800834,0.0,0.0,0.6947357335218981,0.0,0.0018873417785288328,0.01,0.005057236
AAL,American Airlines,Travel,US,B-,0,2022-12-31,2022,64716000000.0,70515000000.0,-5799000000.0,43687000000.0,440000000.0,48971000000.0,4446000000.0,2148000000.0,127000000.0,1962000000.0,2173000000.0,8276172277.660281,12.720000267028809,-0.2917594145076597,0.5633789638579724,0.001962420421534,-0.021900327642697,0.0025933715872659,0.0907884258030262,-7.53354026556303,0.6750571728784226,1.0948012232415896,0.0497401973127017,0.9177621782599448,0.1278844841717702,-0.089606897830521,0.0331911737437418,0.1173675427591332,0.7567062241176834,0.8291293457308864,5.442147227888003,-0.0299848044894458,-6.291144414168938,-0.0196785606434755,0.0,0.10724289522978568,0.009974293059125963,0.0044954405
AAL,American Airlines,Travel,US,B-,0,2023-12-31,2023,63058000000.0,68260000000.0,-5202000000.0,40663000000.0,578000000.0,52788000000.0,5520000000.0,3266000000.0,822000000.0,2145000000.0,3803000000.0,8989713508.32875,13.739999771118164,0.0784929370459661,0.3527462796050452,0.0130356180024739,-0.1580161476355248,0.0155717208456467,0.1045692202773357,-7.816801230296042,0.6448507723048622,1.522610722610722,0.0935248260089024,0.9237913858775272,0.1425626170878992,-0.0824954803514225,0.0517935868565447,0.1316981176139576,0.8371340670493831,0.9880771978226484,5.3733705477496905,0.001962420421534,-7.53354026556303,-0.0302064005735603,0.0,0.12023671565247133,0.01,0.0042947484
AAL,American Airlines,Travel,US,B-,0,2024-12-31,2024,61783000000.0,65760000000.0,-3977000000.0,37544000000.0,804000000.0,54211000000.0,5333000000.0,3088000000.0,846000000.0,1934000000.0,3983000000.0,11586316396.771488,17.6200008392334,0.3110120081366019,0.443882048857032,0.0136930870951556,-0.2127231581594167,0.0156056888823301,0.0983748685691096,-9.44028161931104,0.6076752504734312,1.596690796277145,0.1060888557425953,0.939522506082725,0.1875324344361958,-0.0643704578929479,0.0499813864655325,0.176190942773289,0.8774420147937135,1.070850606322407,5.280773028179272,0.0130356180024739,-7.816801230296042,-0.037175521831431,0.0,0.14724203407537853,0.01,0.0042947484
AAPL,Apple Inc.,Technology,US,AA+,0,2022-09-30,2022,352755000000.0,302083000000.0,50672000000.0,132480000000.0,23646000000.0,394328000000.0,130541000000.0,119437000000.0,99803000000.0,2931000000.0,122151000000.0,2234152466376.114,140.13002014160156,0.0125684004237907,0.3184678221980702,0.2829244092925685,1.969588727502368,0.2530964070519973,0.3310467428130896,2.614461635617304,0.3755581069013904,40.74957352439439,0.9220335144927536,1.167741978198045,6.333439544091831,0.1436464401638531,0.3385834360958739,7.395823222015518,1.1178523337727315,6.8450473342950495,3.4329945713030288,0.0,0.0,0.3755581069013904,0.0,1.1528861041831024e-05,0.0,0.0013169803
AAPL,Apple Inc.,Technology,US,AA+,0,2023-09-30,2023,352583000000.0,290437000000.0,62146000000.0,111088000000.0,29965000000.0,383285000000.0,125820000000.0,114301000000.0,96995000000.0,3933000000.0,110543000000.0,2633948183441.468,169.38507080078125,0.2462062278541095,0.2757814556605049,0.2750983456377647,1.5607601454639075,0.2530623426432028,0.3282674772036474,1.7875325845589418,0.3150690759338936,29.06203915586066,0.995093979547746,1.2139741148682848,7.470434432293865,0.1762592070519565,0.3241818238542414,9.0689140276255,1.087077369016657,7.809736852773303,3.293408927826923,0.2829244092925685,2.614461635617304,-0.0604890309674968,0.0,0.005398170556614608,0.0,0.0014012667
AAPL,Apple Inc.,Technology,US,AA+,0,2024-09-30,2024,364980000000.0,308030000000.0,56950000000.0,106629000000.0,29943000000.0,391035000000.0,134661000000.0,123216000000.0,93736000000.0,0.0,118254000000.0,3424181308865.7827,226.51516723632807,0.3177302466484857,0.2225284178148521,0.2568250315085758,1.6459350307287095,0.2397125576994386,0.3443707085043538,1.872326602282704,0.2921502548084826,1.23216e+17,1.109022873702276,1.1848845891633932,9.381832727452965,0.1560359471751876,0.3375965806345553,11.116389016867782,1.0713874732862074,9.042532736111134,3.449345169598334,0.2750983456377647,1.7875325845589418,-0.0229188211254109,0.0,0.004175303739812587,0.0,0.0014012667
AAPL,Apple Inc.,Technology,US,AA+,0,2025-09-30,2025,359241000000.0,285508000000.0,73733000000.0,98657000000.0,35934000000.0,416161000000.0,144748000000.0,133050000000.0,112010000000.0,0.0,111482000000.0,3709040893617.5527,251.06448364257807,0.0835942420232931,0.1780143486222183,0.3117962593356549,1.5191298333175105,0.2691506412181824,0.3478173110887373,1.3380304612588665,0.2746262258483859,1.3305e+17,1.1299958441874374,1.2582519579136136,10.324659194294506,0.2052466171734295,0.3703641844889642,12.991022646011857,1.1584451663368045,10.421556503365617,3.038378136125888,0.2568250315085758,1.872326602282704,-0.0175240289600967,0.0,0.0007965932437257324,0.0,0.0014012667
ABBV,AbbVie,Healthcare,US,A-,0,2021-12-31,2021,146529000000.0,131093000000.0,15408000000.0,76684000000.0,9746000000.0,56197000000.0,23933000000.0,15412000000.0,11542000000.0,2423000000.0,22777000000.0,211368889814.74097,117.21907806396484,0.3294439402686691,0.2016145268212033,0.0787693903595875,0.7490913811007268,0.2053846290727263,0.4258768261650977,4.976895119418483,0.5233366773812692,6.360709863805198,0.2970241510614991,1.1177484686443977,1.4425055095901902,0.1051532461151034,0.1051805444656006,1.6123583243555413,0.3835213507223826,1.8242160374103136,4.236970156078319,0.0,0.0,0.5233366773812692,0.0,0.0005415542847551531,0.0,0.0011834404
ABBV,AbbVie,Healthcare,US,A-,0,2022-12-31,2022,138805000000.0,121518000000.0,17254000000.0,63271000000.0,9201000000.0,58054000000.0,24174000000.0,15707000000.0,11836000000.0,2230000000.0,24943000000.0,262622873731.05807,144.7938995361328,0.240076668969297,0.2238425971389052,0.0852707035049169,0.6859858583516866,0.2038791470010679,0.4164054156475006,3.667033731308682,0.4558265192176074,7.043497757847531,0.3942248423448341,1.142258760019092,1.8920274754587956,0.1243038795432441,0.1131587478837217,2.161184958039616,0.4182414178163611,2.2375409161083053,4.121479773783365,0.0787693903595875,4.976895119418483,-0.0675101581636618,0.0,0.016551625645998935,0.0,0.001259191
